Sales_ID,SKU,Warehouse_ID,Sale_Date,Quantity_Sold,Promo_Flag
SL004807,P0427,W03,2024-08-19,5,1
SL004808,P0117,W01,2024-08-22,22,0
SL004809,P0166,W02,2024-01-03,13,0
SL004810,P0041,W05,2024-05-23,16,0
SL004811,P0429,W05,2024-08-17,26,0
SL004812,P0344,W03,2024-01-09,9,0
SL004813,P0424,W02,2024-10-23,48,0
SL004814,P0366,W01,2024-10-20,32,0
SL004815,P0120,W03,2024-11-20,19,1
SL004816,P0097,W04,2024-07-11,36,0
SL004817,P0145,W02,2024-10-17,28,0
SL004818,P0216,W03,2024-05-06,15,0
SL004819,P0229,W05,2024-02-17,9,1
SL004820,P0313,W03,2024-04-16,16,0
SL004821,P0130,W04,2024-09-20,6,0
SL004822,P0352,W02,2024-09-09,8,0
SL004823,P0377,W03,2024-01-27,33,0
SL004824,P0318,W01,2024-01-09,32,0
SL004825,P0472,W02,2024-08-07,46,1
SL004826,P0137,W03,2024-06-06,36,1
SL004827,P0324,W03,2024-01-14,42,0
SL004828,P0337,W02,2024-01-29,48,0
SL004829,P0273,W05,2024-01-26,36,1
SL004830,P0117,W01,2024-08-01,34,0
SL004831,P0306,W02,2024-05-22,2,0
SL004832,P0368,W01,2024-04-24,13,1
SL004833,P0094,W01,2024-11-24,43,1
SL004834,P0168,W02,2024-08-05,10,0
SL004835,P0442,W03,2024-03-21,38,0
SL004836,P0203,W05,2024-07-19,7,1
SL004837,P0341,W01,2024-03-07,47,0
SL004838,P0149,W01,2024-09-05,3,0
SL004839,P0402,W03,2024-05-23,27,1
SL004840,P0183,W02,2024-05-20,14,1
SL004841,P0413,W05,2024-12-11,30,0
SL004842,P0152,W01,2024-04-05,34,0
SL004843,P0074,W01,2024-04-27,23,0
SL004844,P0365,W02,2024-11-13,48,0
SL004845,P0401,W03,2024-07-03,17,0
SL004846,P0274,W04,2024-10-18,15,0
SL004847,P0042,W03,2024-09-01,45,1
SL004848,P0496,W01,2024-07-19,44,1
SL004849,P0212,W01,2024-10-04,7,1
SL004850,P0101,W05,2024-12-26,3,0
SL004851,P0045,W03,2024-04-19,9,0
SL004852,P0082,W04,2024-07-30,3,0
SL004853,P0017,W05,2024-09-15,48,1
SL004854,P0073,W04,2024-06-12,35,0
SL004855,P0014,W05,2024-04-06,40,1
SL004856,P0433,W03,2024-07-28,8,0
SL004857,P0157,W01,2024-02-05,26,0
SL004858,P0223,W04,2024-09-22,15,0
SL004859,P0132,W03,2024-04-09,5,0
SL004860,P0338,W04,2024-01-21,13,0
SL004861,P0404,W03,2024-08-04,15,0
SL004862,P0376,W05,2024-04-13,39,0
SL004863,P0376,W03,2024-04-21,12,0
SL004864,P0047,W05,2024-08-06,35,0
SL004865,P0107,W01,2024-04-29,8,0
SL004866,P0108,W05,2024-09-05,10,0
SL004867,P0265,W02,2024-11-30,34,0
SL004868,P0205,W01,2024-04-05,8,1
SL004869,P0079,W03,2024-07-06,22,0
SL004870,P0155,W03,2024-12-29,12,0
SL004871,P0271,W02,2024-05-23,22,0
SL004872,P0476,W03,2024-01-28,27,0
SL004873,P0485,W01,2024-01-06,18,0
SL004874,P0247,W01,2024-11-12,19,0
SL004875,P0019,W05,2024-09-18,5,1
SL004876,P0346,W04,2024-08-17,16,0
SL004877,P0436,W03,2024-05-01,49,0
SL004878,P0026,W02,2024-07-12,41,0
SL004879,P0217,W01,2024-04-14,10,0
SL004880,P0154,W01,2024-07-17,19,0
SL004881,P0154,W01,2024-03-02,44,0
SL004882,P0174,W04,2024-10-10,1,0
SL004883,P0092,W04,2024-03-20,22,0
SL004884,P0433,W03,2024-06-23,17,1
SL004885,P0338,W02,2024-01-09,35,0
SL004886,P0480,W04,2024-06-28,39,0
SL004887,P0181,W05,2024-09-27,9,1
SL004888,P0131,W04,2024-06-10,5,1
SL004889,P0450,W01,2024-10-02,9,0
SL004890,P0481,W02,2024-07-24,11,0
SL004891,P0298,W03,2024-02-29,14,1
SL004892,P0275,W04,2024-07-04,46,0
SL004893,P0273,W01,2024-03-15,40,0
SL004894,P0492,W05,2024-04-03,24,0
SL004895,P0417,W05,2024-03-07,20,0
SL004896,P0076,W03,2024-01-02,33,1
SL004897,P0177,W03,2024-06-26,4,0
SL004898,P0184,W04,2024-05-21,16,0
SL004899,P0319,W03,2024-02-13,25,1
SL004900,P0131,W01,2024-06-22,1,0
SL004901,P0363,W01,2024-10-21,24,0
SL004902,P0049,W01,2024-08-18,3,0
SL004903,P0055,W04,2024-08-23,32,0
SL004904,P0154,W04,2024-04-02,34,1
SL004905,P0355,W03,2024-02-13,49,0
SL004906,P0200,W04,2024-01-27,25,1
SL004907,P0308,W01,2024-09-28,43,0
SL004908,P0356,W02,2024-02-08,3,0
SL004909,P0373,W01,2024-10-15,7,1
SL004910,P0118,W02,2024-09-04,42,0
SL004911,P0263,W03,2024-02-19,35,0
SL004912,P0046,W05,2024-12-24,29,1
SL004913,P0302,W04,2024-10-09,40,0
SL004914,P0356,W04,2024-07-27,25,0
SL004915,P0400,W01,2024-05-03,28,0
SL004916,P0408,W01,2024-12-07,24,0
SL004917,P0189,W02,2024-09-05,5,0
SL004918,P0310,W04,2024-10-10,27,0
SL004919,P0318,W03,2024-05-30,10,0
SL004920,P0129,W01,2024-03-04,12,1
SL004921,P0049,W04,2024-08-28,18,0
SL004922,P0025,W05,2024-06-15,38,0
SL004923,P0266,W02,2024-08-27,8,0
SL004924,P0118,W01,2024-02-18,38,1
SL004925,P0464,W01,2024-07-05,30,0
SL004926,P0144,W03,2024-05-27,9,0
SL004927,P0442,W01,2024-07-07,48,0
SL004928,P0200,W04,2024-04-20,43,0
SL004929,P0157,W04,2024-09-21,25,0
SL004930,P0487,W04,2024-10-05,30,0
SL004931,P0348,W05,2024-08-24,2,0
SL004932,P0134,W05,2024-06-07,17,0
SL004933,P0400,W01,2024-02-29,45,0
SL004934,P0148,W05,2024-11-12,7,0
SL004935,P0336,W05,2024-03-15,22,0
SL004936,P0071,W03,2024-08-15,10,0
SL004937,P0233,W05,2024-06-02,26,1
SL004938,P0334,W02,2024-12-21,13,1
SL004939,P0299,W02,2024-11-05,42,1
SL004940,P0154,W02,2024-10-13,28,0
SL004941,P0090,W01,2024-08-28,36,0
SL004942,P0334,W04,2024-08-14,11,1
SL004943,P0199,W03,2024-06-17,9,0
SL004944,P0161,W01,2024-10-10,16,0
SL004945,P0026,W04,2024-12-11,17,0
SL004946,P0121,W03,2024-09-18,5,1
SL004947,P0301,W03,2024-10-16,5,0
SL004948,P0212,W03,2024-12-13,38,0
SL004949,P0063,W02,2024-12-29,31,0
SL004950,P0451,W02,2024-01-09,2,0
SL004951,P0436,W02,2024-12-14,27,0
SL004952,P0068,W03,2024-04-07,46,0
SL004953,P0253,W03,2024-01-12,43,0
SL004954,P0410,W02,2024-09-28,19,0
SL004955,P0459,W03,2024-03-11,43,0
SL004956,P0002,W02,2024-05-14,25,0
SL004957,P0398,W02,2024-09-15,38,1
SL004958,P0108,W02,2024-01-05,13,0
SL004959,P0286,W04,2024-08-26,29,0
SL004960,P0049,W03,2024-10-20,19,1
SL004961,P0140,W01,2024-11-30,35,0
SL004962,P0218,W02,2024-04-08,25,0
SL004963,P0044,W01,2024-05-30,48,0
SL004964,P0417,W04,2024-09-14,9,0
SL004965,P0269,W03,2024-12-21,35,0
SL004966,P0078,W02,2024-05-28,15,0
SL004967,P0216,W02,2024-05-21,22,0
SL004968,P0382,W02,2024-09-07,13,0
SL004969,P0098,W01,2024-08-21,49,0
SL004970,P0236,W04,2024-05-11,30,0
SL004971,P0282,W03,2024-02-16,21,1
SL004972,P0149,W04,2024-04-03,25,0
SL004973,P0412,W02,2024-09-05,25,0
SL004974,P0304,W04,2024-12-21,40,0
SL004975,P0484,W01,2024-01-20,22,0
SL004976,P0424,W05,2024-06-28,46,0
SL004977,P0066,W05,2024-09-28,41,0
SL004978,P0234,W03,2024-05-15,3,0
SL004979,P0457,W03,2024-08-24,9,0
SL004980,P0087,W04,2024-07-08,24,1
SL004981,P0079,W03,2024-07-30,44,0
SL004982,P0205,W01,2024-03-04,47,1
SL004983,P0279,W02,2024-12-25,32,0
SL004984,P0337,W02,2024-06-12,17,1
SL004985,P0254,W04,2024-02-07,41,0
SL004986,P0304,W02,2024-08-02,24,0
SL004987,P0380,W04,2024-01-19,8,0
SL004988,P0130,W03,2024-09-10,6,1
SL004989,P0084,W03,2024-03-14,9,0
SL004990,P0276,W01,2024-05-20,15,0
SL004991,P0187,W02,2024-01-17,24,1
SL004992,P0046,W01,2024-04-04,11,0
SL004993,P0387,W05,2024-08-21,31,0
SL004994,P0183,W01,2024-10-27,46,0
SL004995,P0268,W04,2024-03-28,45,0
SL004996,P0296,W04,2024-10-24,45,0
SL004997,P0322,W01,2024-02-20,13,0
SL004998,P0100,W03,2024-09-01,30,0
SL004999,P0078,W05,2024-04-22,25,0
SL005000,P0272,W01,2024-01-08,48,0
SL005001,P0339,W03,2024-02-06,12,0
SL005002,P0162,W01,2024-02-16,21,0
SL005003,P0044,W02,2024-04-09,24,0
SL005004,P0238,W04,2024-12-10,26,0
SL005005,P0134,W02,2024-06-21,12,0
SL005006,P0461,W02,2024-08-28,37,1
SL005007,P0192,W05,2024-07-09,49,0
SL005008,P0356,W03,2024-12-07,21,0
SL005009,P0278,W04,2024-08-21,23,0
SL005010,P0018,W02,2024-10-07,1,1
SL005011,P0012,W04,2024-08-22,45,0
SL005012,P0180,W03,2024-05-05,10,1
SL005013,P0123,W01,2024-06-26,35,0
SL005014,P0246,W02,2024-06-21,38,0
SL005015,P0222,W03,2024-04-29,48,0
SL005016,P0373,W04,2024-01-30,28,0
SL005017,P0051,W03,2024-02-17,1,1
SL005018,P0488,W01,2024-06-27,8,1
SL005019,P0071,W03,2024-04-03,41,1
SL005020,P0480,W04,2024-02-24,23,0
SL005021,P0048,W02,2024-08-23,20,0
SL005022,P0019,W02,2024-10-28,32,0
SL005023,P0262,W05,2024-10-13,23,0
SL005024,P0084,W04,2024-12-13,7,0
SL005025,P0155,W05,2024-03-14,11,1
SL005026,P0053,W05,2024-11-07,8,0
SL005027,P0107,W01,2024-05-01,43,0
SL005028,P0357,W04,2024-02-26,14,0
SL005029,P0304,W02,2024-09-29,14,0
SL005030,P0135,W04,2024-05-18,36,0
SL005031,P0443,W01,2024-07-17,41,0
SL005032,P0069,W04,2024-07-27,40,0
SL005033,P0011,W04,2024-09-29,47,0
SL005034,P0143,W05,2024-12-26,27,0
SL005035,P0192,W04,2024-05-17,20,1
SL005036,P0387,W05,2024-05-13,38,1
SL005037,P0378,W05,2024-12-02,25,1
SL005038,P0069,W03,2024-01-16,48,0
SL005039,P0023,W01,2024-04-12,48,0
SL005040,P0181,W05,2024-08-30,29,0
SL005041,P0293,W04,2024-03-30,14,1
SL005042,P0009,W05,2024-01-04,28,0
SL005043,P0271,W05,2024-03-02,30,0
SL005044,P0387,W05,2024-07-30,15,0
SL005045,P0093,W02,2024-09-04,21,0
SL005046,P0454,W02,2024-07-10,12,0
SL005047,P0017,W02,2024-02-25,11,0
SL005048,P0154,W02,2024-10-15,39,0
SL005049,P0405,W03,2024-01-31,6,0
SL005050,P0328,W05,2024-01-01,3,1
SL005051,P0149,W03,2024-07-16,41,0
SL005052,P0377,W04,2024-02-14,15,0
SL005053,P0267,W01,2024-02-16,34,0
SL005054,P0422,W03,2024-08-09,4,0
SL005055,P0328,W02,2024-10-12,34,0
SL005056,P0106,W02,2024-03-21,38,0
SL005057,P0472,W04,2024-10-06,44,0
SL005058,P0381,W05,2024-10-13,39,0
SL005059,P0035,W01,2024-10-10,41,0
SL005060,P0119,W03,2024-07-07,6,0
SL005061,P0014,W05,2024-02-08,22,0
SL005062,P0014,W05,2024-03-23,37,0
SL005063,P0266,W03,2024-11-22,32,0
SL005064,P0140,W03,2024-06-24,28,0
SL005065,P0294,W03,2024-01-09,26,0
SL005066,P0364,W03,2024-10-04,4,0
SL005067,P0119,W02,2024-09-14,10,0
SL005068,P0238,W05,2024-12-12,27,0
SL005069,P0034,W05,2024-09-28,20,0
SL005070,P0169,W02,2024-09-17,36,0
SL005071,P0010,W05,2024-06-28,5,0
SL005072,P0122,W03,2024-06-02,17,0
SL005073,P0401,W01,2024-01-15,32,0
SL005074,P0145,W05,2024-03-07,35,0
SL005075,P0451,W01,2024-11-24,23,0
SL005076,P0446,W01,2024-07-05,13,0
SL005077,P0223,W02,2024-12-13,1,0
SL005078,P0371,W04,2024-03-03,31,0
SL005079,P0257,W05,2024-12-21,19,0
SL005080,P0268,W02,2024-10-07,23,0
SL005081,P0359,W02,2024-02-10,34,0
SL005082,P0004,W01,2024-01-28,4,0
SL005083,P0426,W05,2024-10-03,48,0
SL005084,P0397,W02,2024-08-08,48,0
SL005085,P0354,W03,2024-08-04,49,0
SL005086,P0106,W02,2024-08-09,44,0
SL005087,P0085,W03,2024-03-01,34,0
SL005088,P0214,W04,2024-04-12,30,0
SL005089,P0121,W03,2024-07-03,10,1
SL005090,P0132,W03,2024-05-26,6,1
SL005091,P0338,W01,2024-03-15,12,0
SL005092,P0197,W02,2024-01-01,12,1
SL005093,P0019,W04,2024-12-30,49,0
SL005094,P0130,W02,2024-11-28,18,0
SL005095,P0012,W03,2024-06-10,36,0
SL005096,P0081,W03,2024-01-17,35,0
SL005097,P0330,W02,2024-08-30,25,0
SL005098,P0354,W04,2024-01-19,49,0
SL005099,P0262,W04,2024-11-25,41,0
SL005100,P0392,W01,2024-02-28,22,0
SL005101,P0125,W03,2024-07-19,30,0
SL005102,P0307,W03,2024-04-24,44,0
SL005103,P0267,W01,2024-07-21,29,0
SL005104,P0447,W02,2024-10-20,7,0
SL005105,P0441,W03,2024-01-31,48,0
SL005106,P0383,W02,2024-07-12,40,0
SL005107,P0140,W04,2024-04-15,3,0
SL005108,P0329,W05,2024-11-01,21,0
SL005109,P0002,W01,2024-05-05,45,0
SL005110,P0008,W03,2024-04-12,20,1
SL005111,P0250,W01,2024-06-11,9,0
SL005112,P0139,W04,2024-11-10,41,0
SL005113,P0124,W04,2024-04-30,36,0
SL005114,P0309,W04,2024-08-27,14,0
SL005115,P0228,W04,2024-04-04,18,0
SL005116,P0010,W05,2024-07-26,33,0
SL005117,P0469,W02,2024-05-28,2,0
SL005118,P0212,W02,2024-12-15,37,0
SL005119,P0112,W05,2024-11-03,31,0
SL005120,P0008,W02,2024-07-11,22,0
SL005121,P0292,W04,2024-05-21,46,0
SL005122,P0477,W02,2024-09-28,9,1
SL005123,P0362,W01,2024-11-06,20,0
SL005124,P0460,W02,2024-07-19,20,0
SL005125,P0253,W01,2024-06-10,47,0
SL005126,P0014,W03,2024-04-18,1,0
SL005127,P0240,W01,2024-12-15,30,0
SL005128,P0438,W01,2024-09-19,19,1
SL005129,P0242,W04,2024-07-28,36,0
SL005130,P0469,W04,2024-05-28,14,0
SL005131,P0342,W04,2024-09-12,1,0
SL005132,P0149,W01,2024-07-17,5,1
SL005133,P0236,W05,2024-12-02,10,0
SL005134,P0306,W04,2024-07-04,9,0
SL005135,P0478,W04,2024-12-09,49,0
SL005136,P0167,W01,2024-06-13,14,1
SL005137,P0020,W03,2024-04-17,39,0
SL005138,P0216,W03,2024-03-23,18,0
SL005139,P0343,W02,2024-10-27,42,0
SL005140,P0135,W03,2024-03-20,25,0
SL005141,P0393,W04,2024-09-09,36,0
SL005142,P0129,W05,2024-01-25,31,1
SL005143,P0410,W02,2024-10-09,46,0
SL005144,P0422,W05,2024-02-20,35,1
SL005145,P0294,W05,2024-04-17,27,1
SL005146,P0246,W04,2024-08-25,22,0
SL005147,P0189,W01,2024-11-11,11,0
SL005148,P0044,W01,2024-11-23,10,0
SL005149,P0086,W01,2024-07-04,8,0
SL005150,P0044,W03,2024-03-20,41,0
SL005151,P0330,W01,2024-11-23,28,0
SL005152,P0375,W04,2024-04-05,23,0
SL005153,P0446,W03,2024-05-29,6,1
SL005154,P0378,W01,2024-12-17,14,1
SL005155,P0390,W05,2024-12-30,24,0
SL005156,P0145,W04,2024-01-06,9,0
SL005157,P0051,W04,2024-01-22,46,0
SL005158,P0242,W02,2024-08-07,40,0
SL005159,P0294,W04,2024-12-24,38,0
SL005160,P0408,W05,2024-01-12,25,1
SL005161,P0051,W04,2024-10-09,38,0
SL005162,P0266,W02,2024-07-10,30,0
SL005163,P0120,W04,2024-08-12,22,1
SL005164,P0200,W04,2024-12-01,2,0
SL005165,P0405,W02,2024-06-15,25,0
SL005166,P0248,W04,2024-11-11,24,0
SL005167,P0070,W03,2024-04-25,37,0
SL005168,P0341,W04,2024-11-21,3,0
SL005169,P0057,W01,2024-05-27,43,0
SL005170,P0382,W01,2024-02-05,26,0
SL005171,P0039,W03,2024-09-01,30,0
SL005172,P0472,W04,2024-11-03,29,0
SL005173,P0289,W05,2024-05-09,7,0
SL005174,P0443,W04,2024-08-27,9,0
SL005175,P0018,W01,2024-12-09,45,0
SL005176,P0440,W02,2024-10-30,30,1
SL005177,P0220,W03,2024-04-14,16,0
SL005178,P0313,W02,2024-06-15,44,0
SL005179,P0244,W05,2024-02-11,40,0
SL005180,P0352,W04,2024-09-10,14,0
SL005181,P0460,W05,2024-12-15,26,0
SL005182,P0304,W02,2024-10-27,46,0
SL005183,P0298,W04,2024-07-23,37,0
SL005184,P0283,W05,2024-07-13,10,0
SL005185,P0074,W01,2024-06-19,30,0
SL005186,P0110,W01,2024-09-06,22,1
SL005187,P0180,W03,2024-04-13,30,0
SL005188,P0426,W01,2024-12-28,32,1
SL005189,P0032,W01,2024-02-08,14,0
SL005190,P0234,W02,2024-08-23,23,0
SL005191,P0282,W01,2024-05-13,17,0
SL005192,P0025,W01,2024-09-08,36,0
SL005193,P0331,W02,2024-06-18,29,0
SL005194,P0279,W01,2024-10-09,24,0
SL005195,P0226,W01,2024-07-25,47,0
SL005196,P0057,W03,2024-05-22,11,0
SL005197,P0180,W01,2024-01-19,41,0
SL005198,P0232,W01,2024-07-08,15,0
SL005199,P0382,W03,2024-03-04,22,0
SL005200,P0343,W02,2024-08-17,27,1
SL005201,P0477,W01,2024-11-02,34,1
SL005202,P0287,W05,2024-06-23,33,0
SL005203,P0064,W02,2024-11-08,21,0
SL005204,P0455,W02,2024-01-20,24,1
SL005205,P0232,W01,2024-10-02,20,0
SL005206,P0289,W03,2024-12-03,49,0
SL005207,P0213,W02,2024-08-13,4,0
SL005208,P0258,W03,2024-08-18,37,0
SL005209,P0018,W05,2024-04-10,37,0
SL005210,P0175,W03,2024-08-14,46,0
SL005211,P0417,W04,2024-10-20,33,0
SL005212,P0229,W03,2024-02-07,31,0
SL005213,P0226,W02,2024-03-05,34,0
SL005214,P0084,W03,2024-03-16,22,1
SL005215,P0291,W03,2024-07-10,42,0
SL005216,P0435,W04,2024-05-02,30,0
SL005217,P0370,W04,2024-05-04,5,0
SL005218,P0246,W01,2024-01-27,41,0
SL005219,P0402,W02,2024-04-12,45,0
SL005220,P0110,W01,2024-10-02,23,0
SL005221,P0254,W04,2024-02-29,13,0
SL005222,P0088,W03,2024-06-16,9,0
SL005223,P0072,W04,2024-03-23,14,0
SL005224,P0381,W05,2024-01-06,17,0
SL005225,P0030,W03,2024-06-12,35,1
SL005226,P0172,W01,2024-07-20,18,0
SL005227,P0309,W03,2024-06-25,12,0
SL005228,P0394,W05,2024-12-05,41,0
SL005229,P0343,W04,2024-06-04,16,0
SL005230,P0436,W02,2024-10-04,30,0
SL005231,P0177,W02,2024-12-05,13,1
SL005232,P0139,W02,2024-10-29,18,0
SL005233,P0194,W04,2024-04-11,12,1
SL005234,P0186,W02,2024-03-20,34,0
SL005235,P0218,W05,2024-07-12,33,0
SL005236,P0164,W04,2024-10-07,6,0
SL005237,P0161,W02,2024-03-31,18,0
SL005238,P0431,W01,2024-03-07,3,0
SL005239,P0013,W04,2024-08-02,6,0
SL005240,P0296,W04,2024-05-24,36,0
SL005241,P0089,W03,2024-02-09,49,0
SL005242,P0324,W02,2024-07-30,22,0
SL005243,P0042,W01,2024-10-12,7,0
SL005244,P0403,W05,2024-02-28,30,0
SL005245,P0210,W04,2024-01-28,2,1
SL005246,P0229,W05,2024-02-16,32,0
SL005247,P0350,W05,2024-08-24,15,1
SL005248,P0275,W05,2024-04-26,22,1
SL005249,P0442,W03,2024-05-30,49,1
SL005250,P0279,W05,2024-03-23,38,0
SL005251,P0251,W02,2024-02-26,8,0
SL005252,P0310,W02,2024-08-04,8,0
SL005253,P0208,W01,2024-08-07,39,1
SL005254,P0321,W01,2024-10-11,36,1
SL005255,P0140,W05,2024-08-29,20,0
SL005256,P0280,W05,2024-11-15,37,0
SL005257,P0034,W03,2024-04-08,8,0
SL005258,P0309,W05,2024-08-29,14,0
SL005259,P0392,W05,2024-07-21,20,0
SL005260,P0018,W05,2024-02-06,35,1
SL005261,P0057,W04,2024-09-02,25,0
SL005262,P0112,W04,2024-05-07,18,0
SL005263,P0005,W03,2024-05-14,47,0
SL005264,P0410,W03,2024-12-11,21,0
SL005265,P0414,W02,2024-12-08,37,0
SL005266,P0182,W03,2024-03-04,47,1
SL005267,P0013,W02,2024-09-30,31,0
SL005268,P0339,W05,2024-01-29,6,0
SL005269,P0285,W03,2024-08-13,42,0
SL005270,P0259,W03,2024-02-29,47,0
SL005271,P0090,W03,2024-02-23,20,0
SL005272,P0104,W02,2024-11-23,28,0
SL005273,P0379,W02,2024-05-28,41,0
SL005274,P0186,W01,2024-02-27,36,0
SL005275,P0250,W02,2024-02-05,40,0
SL005276,P0255,W02,2024-05-24,26,0
SL005277,P0076,W04,2024-09-06,13,0
SL005278,P0386,W03,2024-03-20,49,0
SL005279,P0459,W02,2024-01-15,4,0
SL005280,P0108,W03,2024-02-09,34,0
SL005281,P0156,W03,2024-03-21,37,0
SL005282,P0082,W04,2024-11-02,34,1
SL005283,P0077,W03,2024-07-11,16,0
SL005284,P0485,W02,2024-06-14,23,0
SL005285,P0470,W03,2024-12-18,23,1
SL005286,P0460,W01,2024-07-22,15,1
SL005287,P0258,W01,2024-07-29,25,1
SL005288,P0127,W04,2024-09-14,29,0
SL005289,P0485,W02,2024-04-24,36,0
SL005290,P0391,W04,2024-11-29,15,0
SL005291,P0282,W01,2024-12-14,37,1
SL005292,P0474,W02,2024-08-20,35,0
SL005293,P0088,W03,2024-03-17,46,0
SL005294,P0204,W02,2024-11-11,39,0
SL005295,P0016,W05,2024-04-05,47,0
SL005296,P0151,W02,2024-04-07,37,0
SL005297,P0424,W03,2024-02-25,41,0
SL005298,P0254,W05,2024-04-27,28,1
SL005299,P0188,W04,2024-04-28,45,0
SL005300,P0329,W02,2024-02-07,30,1
SL005301,P0032,W04,2024-07-03,7,1
SL005302,P0271,W02,2024-12-23,4,0
SL005303,P0485,W01,2024-08-29,7,0
SL005304,P0397,W01,2024-02-20,33,1
SL005305,P0005,W03,2024-05-06,47,0
SL005306,P0459,W01,2024-04-12,47,0
SL005307,P0330,W05,2024-08-16,18,1
SL005308,P0308,W05,2024-07-29,15,0
SL005309,P0333,W02,2024-03-25,35,0
SL005310,P0169,W04,2024-12-24,37,0
SL005311,P0181,W05,2024-09-30,5,0
SL005312,P0366,W02,2024-01-27,48,0
SL005313,P0178,W04,2024-12-13,23,0
SL005314,P0143,W01,2024-03-12,10,0
SL005315,P0362,W02,2024-04-04,25,0
SL005316,P0248,W04,2024-03-16,22,1
SL005317,P0127,W03,2024-01-06,31,0
SL005318,P0263,W03,2024-03-30,23,1
SL005319,P0040,W05,2024-03-20,28,0
SL005320,P0412,W04,2024-08-09,45,1
SL005321,P0416,W03,2024-03-23,15,1
SL005322,P0355,W05,2024-03-22,40,0
SL005323,P0255,W02,2024-05-31,7,0
SL005324,P0143,W02,2024-02-14,46,1
SL005325,P0240,W04,2024-07-30,38,0
SL005326,P0228,W04,2024-03-11,40,0
SL005327,P0341,W04,2024-09-19,15,0
SL005328,P0198,W04,2024-02-27,49,0
SL005329,P0065,W03,2024-02-26,5,1
SL005330,P0388,W03,2024-04-20,12,0
SL005331,P0011,W05,2024-05-21,13,0
SL005332,P0108,W03,2024-02-25,3,0
SL005333,P0026,W02,2024-01-12,19,0
SL005334,P0445,W05,2024-12-14,26,1
SL005335,P0421,W03,2024-01-15,30,0
SL005336,P0151,W04,2024-01-08,28,1
SL005337,P0221,W03,2024-08-18,15,0
SL005338,P0341,W01,2024-07-04,18,0
SL005339,P0496,W05,2024-02-22,7,0
SL005340,P0237,W03,2024-05-16,14,0
SL005341,P0237,W03,2024-06-22,24,0
SL005342,P0497,W02,2024-12-13,24,0
SL005343,P0219,W04,2024-08-06,11,0
SL005344,P0487,W04,2024-09-19,39,0
SL005345,P0424,W02,2024-09-11,43,0
SL005346,P0461,W02,2024-10-26,40,0
SL005347,P0151,W01,2024-09-26,10,1
SL005348,P0123,W05,2024-03-15,43,0
SL005349,P0144,W04,2024-08-11,33,0
SL005350,P0478,W02,2024-04-01,20,0
SL005351,P0189,W02,2024-05-13,42,1
SL005352,P0255,W05,2024-06-11,39,0
SL005353,P0068,W02,2024-07-16,22,0
SL005354,P0104,W01,2024-07-07,35,0
SL005355,P0336,W05,2024-03-13,28,0
SL005356,P0159,W01,2024-07-24,36,0
SL005357,P0309,W03,2024-01-31,30,0
SL005358,P0362,W04,2024-04-28,6,0
SL005359,P0409,W02,2024-10-09,1,0
SL005360,P0300,W05,2024-12-31,4,0
SL005361,P0396,W01,2024-06-07,25,0
SL005362,P0090,W04,2024-09-11,39,0
SL005363,P0357,W04,2024-09-01,11,0
SL005364,P0256,W02,2024-04-15,38,0
SL005365,P0496,W04,2024-07-16,37,1
SL005366,P0353,W02,2024-04-29,12,0
SL005367,P0220,W03,2024-03-22,29,1
SL005368,P0009,W02,2024-11-03,34,0
SL005369,P0012,W01,2024-09-26,18,0
SL005370,P0325,W04,2024-07-05,9,0
SL005371,P0438,W04,2024-10-02,46,0
SL005372,P0244,W04,2024-02-21,12,0
SL005373,P0182,W02,2024-12-22,9,1
SL005374,P0284,W05,2024-10-22,1,1
SL005375,P0312,W02,2024-03-08,7,1
SL005376,P0099,W01,2024-10-26,39,0
SL005377,P0197,W02,2024-05-13,42,0
SL005378,P0482,W04,2024-12-08,34,0
SL005379,P0366,W03,2024-04-29,32,1
SL005380,P0226,W01,2024-02-26,28,0
SL005381,P0333,W03,2024-07-04,26,0
SL005382,P0103,W01,2024-03-12,36,1
SL005383,P0106,W01,2024-06-06,40,0
SL005384,P0365,W04,2024-08-15,14,1
SL005385,P0368,W02,2024-11-03,45,0
SL005386,P0058,W04,2024-08-21,31,0
SL005387,P0078,W04,2024-01-11,16,0
SL005388,P0075,W04,2024-06-23,39,0
SL005389,P0042,W03,2024-09-17,42,0
SL005390,P0422,W01,2024-05-10,11,0
SL005391,P0324,W05,2024-01-02,11,0
SL005392,P0181,W02,2024-09-05,38,0
SL005393,P0033,W04,2024-07-18,12,1
SL005394,P0071,W01,2024-06-30,42,0
SL005395,P0056,W02,2024-12-15,9,0
SL005396,P0105,W05,2024-05-06,22,1
SL005397,P0200,W05,2024-10-23,38,1
SL005398,P0101,W04,2024-07-15,9,0
SL005399,P0256,W05,2024-10-12,3,1
SL005400,P0307,W05,2024-02-13,39,0
SL005401,P0074,W02,2024-01-10,35,0
SL005402,P0171,W02,2024-08-12,30,1
SL005403,P0377,W04,2024-08-03,26,1
SL005404,P0143,W01,2024-07-29,8,0
SL005405,P0166,W04,2024-10-12,32,0
SL005406,P0399,W03,2024-08-04,22,0
SL005407,P0261,W05,2024-11-26,8,1
SL005408,P0221,W01,2024-02-18,45,1
SL005409,P0083,W02,2024-06-11,2,0
SL005410,P0182,W03,2024-07-11,14,1
SL005411,P0307,W03,2024-05-24,5,0
SL005412,P0010,W05,2024-06-07,13,0
