Transaction_ID,SKU,Warehouse_ID,Transaction_Date,Transaction_Type,Quantity
TX002963,P0402,W03,2024-07-10,Issue,-93
TX002964,P0275,W04,2024-05-01,Issue,-118
TX002965,P0191,W01,2024-05-19,Receipt,48
TX002966,P0006,W01,2024-05-30,Issue,-181
TX002967,P0319,W02,2024-05-08,Issue,-25
TX002968,P0411,W02,2024-08-10,Receipt,74
TX002969,P0497,W03,2024-04-11,Receipt,191
TX002970,P0438,W05,2024-04-28,Receipt,137
TX002971,P0415,W05,2024-09-16,Issue,-111
TX002972,P0448,W04,2024-12-11,Issue,-82
TX002973,P0405,W03,2024-07-07,Issue,-23
TX002974,P0014,W04,2024-02-01,Issue,-70
TX002975,P0208,W01,2024-06-04,Issue,-165
TX002976,P0002,W01,2024-06-03,Receipt,119
TX002977,P0402,W05,2024-05-08,Receipt,127
TX002978,P0018,W02,2024-09-20,Issue,-150
TX002979,P0035,W02,2024-07-31,Receipt,136
TX002980,P0462,W01,2024-01-23,Issue,-137
TX002981,P0250,W04,2024-05-10,Issue,-154
TX002982,P0082,W05,2024-02-13,Receipt,47
TX002983,P0339,W04,2024-06-30,Receipt,49
TX002984,P0281,W02,2024-01-06,Issue,-30
TX002985,P0483,W03,2024-11-21,Issue,-44
TX002986,P0391,W02,2024-07-03,Issue,-163
TX002987,P0387,W04,2024-03-01,Issue,-91
TX002988,P0486,W02,2024-07-02,Issue,-62
TX002989,P0057,W02,2024-06-17,Receipt,116
TX002990,P0460,W02,2024-09-26,Issue,-38
TX002991,P0310,W02,2024-11-28,Receipt,136
TX002992,P0016,W05,2024-02-10,Issue,-56
TX002993,P0404,W01,2024-12-13,Receipt,198
TX002994,P0133,W02,2024-10-18,Issue,-38
TX002995,P0317,W02,2024-02-25,Issue,-18
TX002996,P0415,W05,2024-03-11,Receipt,1
TX002997,P0280,W05,2024-03-18,Issue,-8
TX002998,P0235,W03,2024-04-22,Receipt,12
TX002999,P0128,W05,2024-10-08,Issue,-193
TX003000,P0063,W03,2024-12-05,Receipt,60
TX003001,P0173,W03,2024-06-15,Receipt,93
TX003002,P0428,W02,2024-04-05,Receipt,145
TX003003,P0344,W04,2024-04-20,Issue,-70
TX003004,P0125,W02,2024-11-11,Issue,-121
TX003005,P0080,W01,2024-08-09,Receipt,150
TX003006,P0111,W03,2024-10-10,Issue,-175
TX003007,P0167,W04,2024-06-20,Receipt,72
TX003008,P0284,W05,2024-10-27,Receipt,21
TX003009,P0380,W05,2024-09-30,Issue,-5
TX003010,P0123,W05,2024-01-30,Receipt,159
TX003011,P0261,W04,2024-08-17,Issue,-92
TX003012,P0205,W05,2024-09-11,Receipt,30
TX003013,P0015,W05,2024-07-16,Receipt,118
TX003014,P0105,W03,2024-05-10,Issue,-45
TX003015,P0049,W05,2024-01-07,Issue,-169
TX003016,P0260,W04,2024-02-03,Issue,-157
TX003017,P0014,W05,2024-03-05,Receipt,169
TX003018,P0219,W02,2024-06-03,Receipt,54
TX003019,P0394,W03,2024-11-05,Receipt,10
TX003020,P0087,W01,2024-03-19,Receipt,120
TX003021,P0381,W02,2024-02-12,Issue,-47
TX003022,P0357,W01,2024-05-31,Issue,-147
TX003023,P0220,W04,2024-12-12,Issue,-105
TX003024,P0300,W01,2024-03-02,Issue,-192
TX003025,P0333,W01,2024-08-08,Receipt,48
TX003026,P0164,W05,2024-03-24,Receipt,63
TX003027,P0384,W03,2024-04-28,Receipt,144
TX003028,P0443,W01,2024-10-22,Receipt,44
TX003029,P0160,W04,2024-01-30,Issue,-114
TX003030,P0365,W04,2024-07-28,Issue,-176
TX003031,P0485,W04,2024-04-10,Issue,-47
TX003032,P0065,W05,2024-12-04,Receipt,167
TX003033,P0192,W02,2024-01-15,Issue,-70
TX003034,P0004,W05,2024-09-04,Issue,-112
TX003035,P0126,W05,2024-12-08,Receipt,83
TX003036,P0257,W01,2024-10-25,Issue,-159
TX003037,P0124,W03,2024-05-13,Receipt,83
TX003038,P0210,W04,2024-11-01,Issue,-160
TX003039,P0077,W03,2024-02-15,Receipt,179
TX003040,P0217,W02,2024-12-23,Receipt,45
TX003041,P0021,W03,2024-10-22,Receipt,123
TX003042,P0335,W03,2024-08-23,Receipt,3
TX003043,P0169,W02,2024-10-12,Issue,-11
TX003044,P0297,W02,2024-11-25,Receipt,112
TX003045,P0010,W04,2024-10-12,Receipt,132
TX003046,P0117,W04,2024-09-13,Issue,-181
TX003047,P0483,W02,2024-08-04,Issue,-76
TX003048,P0388,W02,2024-08-10,Issue,-127
TX003049,P0197,W05,2024-05-24,Issue,-4
TX003050,P0172,W04,2024-03-14,Issue,-112
TX003051,P0187,W04,2024-06-22,Issue,-195
TX003052,P0166,W05,2024-11-08,Issue,-151
TX003053,P0230,W05,2024-03-19,Receipt,184
TX003054,P0280,W04,2024-12-27,Issue,-145
TX003055,P0152,W05,2024-06-04,Issue,-140
TX003056,P0232,W04,2024-08-05,Receipt,167
TX003057,P0275,W01,2024-12-05,Receipt,83
TX003058,P0340,W04,2024-03-17,Issue,-81
TX003059,P0116,W05,2024-01-31,Issue,-170
TX003060,P0476,W02,2024-11-02,Issue,-177
TX003061,P0427,W03,2024-11-29,Receipt,106
TX003062,P0075,W03,2024-10-11,Receipt,5
TX003063,P0379,W03,2024-07-24,Receipt,15
TX003064,P0087,W03,2024-12-25,Issue,-191
TX003065,P0079,W02,2024-01-14,Issue,-105
TX003066,P0085,W03,2024-02-10,Receipt,154
TX003067,P0100,W01,2024-06-11,Issue,-104
TX003068,P0127,W05,2024-09-17,Issue,-152
TX003069,P0397,W04,2024-11-07,Issue,-43
TX003070,P0032,W02,2024-03-17,Issue,-116
TX003071,P0266,W03,2024-09-13,Issue,-99
TX003072,P0315,W03,2024-09-19,Issue,-91
TX003073,P0302,W03,2024-09-24,Receipt,164
TX003074,P0101,W05,2024-08-11,Receipt,101
TX003075,P0379,W02,2024-10-03,Issue,-98
TX003076,P0288,W01,2024-07-22,Receipt,154
TX003077,P0433,W04,2024-02-05,Issue,-192
TX003078,P0084,W01,2024-02-02,Receipt,11
TX003079,P0295,W01,2024-05-11,Issue,-117
TX003080,P0495,W03,2024-10-31,Receipt,148
TX003081,P0179,W02,2024-07-19,Issue,-52
TX003082,P0144,W03,2024-02-08,Issue,-33
TX003083,P0295,W04,2024-09-30,Receipt,116
TX003084,P0316,W02,2024-02-28,Issue,-6
TX003085,P0389,W01,2024-05-04,Receipt,2
TX003086,P0337,W03,2024-08-15,Issue,-111
TX003087,P0228,W01,2024-10-02,Issue,-112
TX003088,P0192,W04,2024-10-13,Issue,-73
TX003089,P0176,W05,2024-02-22,Issue,-96
TX003090,P0026,W04,2024-02-23,Receipt,116
TX003091,P0051,W02,2024-11-13,Receipt,19
TX003092,P0324,W05,2024-05-27,Receipt,89
TX003093,P0102,W01,2024-10-07,Issue,-158
TX003094,P0110,W05,2024-12-15,Issue,-153
TX003095,P0154,W03,2024-06-27,Issue,-142
TX003096,P0020,W01,2024-06-24,Issue,-82
TX003097,P0205,W05,2024-09-07,Issue,-16
TX003098,P0494,W04,2024-08-14,Receipt,136
TX003099,P0071,W05,2024-02-23,Issue,-107
TX003100,P0152,W02,2024-12-20,Receipt,85
TX003101,P0067,W01,2024-08-09,Issue,-143
TX003102,P0195,W05,2024-12-08,Issue,-65
TX003103,P0306,W01,2024-07-21,Receipt,79
TX003104,P0374,W04,2024-05-19,Issue,-17
TX003105,P0016,W02,2024-04-08,Issue,-38
TX003106,P0223,W01,2024-07-15,Issue,-90
TX003107,P0161,W02,2024-12-24,Issue,-142
TX003108,P0206,W04,2024-11-07,Issue,-48
TX003109,P0178,W01,2024-10-26,Issue,-170
TX003110,P0372,W04,2024-06-14,Issue,-115
TX003111,P0496,W04,2024-01-22,Issue,-15
TX003112,P0089,W02,2024-03-21,Issue,-21
TX003113,P0375,W04,2024-01-21,Issue,-18
TX003114,P0115,W04,2024-12-12,Receipt,71
TX003115,P0386,W05,2024-08-24,Issue,-57
TX003116,P0059,W01,2024-04-25,Receipt,129
TX003117,P0297,W04,2024-05-20,Issue,-199
TX003118,P0461,W03,2024-04-03,Issue,-64
TX003119,P0191,W03,2024-06-22,Receipt,20
TX003120,P0466,W05,2024-07-05,Receipt,60
TX003121,P0318,W04,2024-11-30,Issue,-127
TX003122,P0084,W05,2024-10-25,Receipt,160
TX003123,P0130,W03,2024-02-24,Receipt,127
TX003124,P0263,W01,2024-07-21,Issue,-133
TX003125,P0126,W04,2024-04-11,Receipt,172
TX003126,P0374,W05,2024-03-11,Receipt,150
TX003127,P0205,W01,2024-04-14,Issue,-160
TX003128,P0136,W05,2024-06-08,Issue,-42
TX003129,P0259,W01,2024-07-23,Receipt,199
TX003130,P0398,W01,2024-05-23,Receipt,199
TX003131,P0343,W05,2024-08-05,Issue,-179
TX003132,P0328,W03,2024-06-16,Receipt,21
TX003133,P0033,W05,2024-06-17,Issue,-172
TX003134,P0248,W02,2024-06-30,Issue,-73
TX003135,P0155,W04,2024-02-03,Receipt,44
TX003136,P0267,W03,2024-12-06,Issue,-54
TX003137,P0353,W03,2024-01-20,Issue,-122
TX003138,P0267,W05,2024-11-27,Receipt,187
TX003139,P0486,W04,2024-12-06,Receipt,110
TX003140,P0363,W02,2024-04-13,Receipt,172
TX003141,P0274,W05,2024-08-11,Receipt,59
TX003142,P0092,W04,2024-07-07,Issue,-15
TX003143,P0489,W05,2024-05-02,Receipt,177
TX003144,P0346,W04,2024-05-18,Issue,-26
TX003145,P0350,W03,2024-09-11,Issue,-72
TX003146,P0365,W05,2024-04-26,Issue,-2
TX003147,P0074,W02,2024-05-18,Receipt,100
TX003148,P0170,W04,2024-08-17,Issue,-24
TX003149,P0259,W02,2024-10-10,Issue,-3
TX003150,P0288,W02,2024-04-22,Receipt,121
TX003151,P0036,W05,2024-12-28,Issue,-173
TX003152,P0394,W04,2024-04-15,Issue,-149
TX003153,P0213,W01,2024-02-04,Receipt,127
TX003154,P0371,W02,2024-09-23,Receipt,52
TX003155,P0055,W04,2024-10-14,Issue,-11
TX003156,P0498,W03,2024-04-12,Issue,-193
TX003157,P0455,W02,2024-07-22,Issue,-44
TX003158,P0117,W02,2024-08-21,Issue,-134
TX003159,P0025,W02,2024-01-20,Issue,-71
TX003160,P0446,W03,2024-08-17,Receipt,196
TX003161,P0418,W03,2024-02-03,Receipt,110
TX003162,P0153,W05,2024-03-31,Receipt,136
TX003163,P0457,W01,2024-04-07,Receipt,23
TX003164,P0008,W05,2024-11-16,Receipt,114
TX003165,P0053,W01,2024-11-30,Receipt,181
TX003166,P0483,W02,2024-09-06,Receipt,104
TX003167,P0236,W04,2024-10-25,Issue,-62
TX003168,P0476,W02,2024-06-03,Issue,-51
TX003169,P0010,W03,2024-07-13,Receipt,120
TX003170,P0078,W01,2024-05-02,Receipt,14
TX003171,P0349,W02,2024-11-27,Receipt,183
TX003172,P0129,W01,2024-05-02,Receipt,161
TX003173,P0186,W05,2024-11-14,Issue,-110
TX003174,P0403,W03,2024-06-27,Issue,-133
TX003175,P0462,W03,2024-08-13,Issue,-120
TX003176,P0276,W04,2024-08-08,Issue,-134
TX003177,P0486,W02,2024-04-19,Issue,-110
TX003178,P0304,W03,2024-11-24,Issue,-173
TX003179,P0484,W04,2024-09-27,Issue,-87
TX003180,P0233,W03,2024-02-06,Issue,-15
TX003181,P0072,W05,2024-12-24,Issue,-111
TX003182,P0254,W02,2024-01-10,Receipt,61
TX003183,P0314,W02,2024-10-17,Receipt,181
TX003184,P0294,W01,2024-06-10,Issue,-181
TX003185,P0170,W04,2024-08-20,Receipt,57
TX003186,P0252,W05,2024-07-21,Issue,-67
TX003187,P0344,W01,2024-06-24,Issue,-94
TX003188,P0007,W05,2024-04-19,Issue,-80
TX003189,P0491,W01,2024-03-08,Receipt,14
TX003190,P0453,W01,2024-11-25,Issue,-21
TX003191,P0206,W02,2024-08-27,Receipt,194
TX003192,P0457,W05,2024-05-17,Issue,-49
TX003193,P0020,W04,2024-04-12,Receipt,20
TX003194,P0436,W04,2024-04-23,Receipt,124
TX003195,P0026,W01,2024-04-25,Receipt,146
TX003196,P0089,W01,2024-09-23,Issue,-105
TX003197,P0500,W05,2024-01-04,Receipt,52
TX003198,P0340,W02,2024-08-02,Issue,-83
TX003199,P0056,W02,2024-08-21,Issue,-17
TX003200,P0198,W05,2024-04-14,Receipt,78
TX003201,P0255,W05,2024-05-12,Issue,-13
TX003202,P0455,W02,2024-07-04,Receipt,27
TX003203,P0228,W01,2024-09-23,Issue,-6
TX003204,P0062,W02,2024-02-17,Issue,-163
TX003205,P0241,W03,2024-05-01,Receipt,146
TX003206,P0384,W03,2024-09-05,Receipt,34
TX003207,P0446,W05,2024-11-04,Receipt,164
TX003208,P0292,W03,2024-11-08,Issue,-150
TX003209,P0276,W04,2024-08-13,Issue,-108
TX003210,P0494,W03,2024-09-08,Issue,-68
TX003211,P0402,W02,2024-10-31,Issue,-63
TX003212,P0456,W03,2024-11-12,Issue,-41
TX003213,P0027,W01,2024-02-21,Receipt,56
TX003214,P0389,W05,2024-06-04,Issue,-32
TX003215,P0351,W01,2024-08-30,Issue,-144
TX003216,P0430,W03,2024-03-17,Issue,-65
TX003217,P0297,W01,2024-10-24,Issue,-90
TX003218,P0085,W04,2024-11-29,Receipt,144
TX003219,P0052,W01,2024-11-20,Issue,-45
TX003220,P0387,W04,2024-06-11,Receipt,48
TX003221,P0314,W02,2024-12-19,Receipt,43
TX003222,P0346,W01,2024-01-09,Issue,-148
TX003223,P0465,W03,2024-09-19,Issue,-32
TX003224,P0251,W02,2024-11-08,Receipt,199
TX003225,P0478,W05,2024-02-05,Receipt,198
TX003226,P0215,W05,2024-02-04,Receipt,19
TX003227,P0409,W03,2024-09-26,Receipt,136
TX003228,P0498,W04,2024-03-14,Issue,-81
TX003229,P0196,W01,2024-08-30,Issue,-177
TX003230,P0120,W05,2024-03-21,Issue,-147
TX003231,P0425,W01,2024-11-25,Receipt,9
TX003232,P0203,W02,2024-06-08,Issue,-34
TX003233,P0446,W01,2024-10-21,Receipt,162
TX003234,P0297,W05,2024-03-24,Receipt,98
TX003235,P0230,W04,2024-02-03,Issue,-194
TX003236,P0466,W05,2024-09-11,Issue,-145
TX003237,P0289,W03,2024-05-22,Issue,-123
TX003238,P0228,W05,2024-06-25,Receipt,138
TX003239,P0038,W01,2024-02-29,Issue,-196
TX003240,P0146,W01,2024-05-21,Receipt,192
TX003241,P0438,W04,2024-01-12,Receipt,151
TX003242,P0049,W05,2024-09-09,Issue,-87
TX003243,P0317,W02,2024-09-27,Receipt,73
TX003244,P0016,W02,2024-09-04,Issue,-136
TX003245,P0214,W02,2024-07-07,Receipt,174
TX003246,P0085,W03,2024-09-20,Issue,-167
TX003247,P0242,W02,2024-04-19,Issue,-146
TX003248,P0300,W03,2024-11-01,Issue,-196
TX003249,P0031,W02,2024-08-10,Receipt,17
TX003250,P0095,W04,2024-04-10,Issue,-166
TX003251,P0155,W05,2024-11-18,Receipt,70
TX003252,P0500,W03,2024-05-31,Issue,-136
TX003253,P0169,W01,2024-12-16,Receipt,184
TX003254,P0114,W03,2024-06-16,Issue,-60
TX003255,P0485,W05,2024-05-31,Receipt,104
TX003256,P0259,W03,2024-07-02,Receipt,179
TX003257,P0095,W03,2024-10-27,Issue,-140
TX003258,P0162,W05,2024-06-15,Issue,-81
TX003259,P0474,W02,2024-08-06,Receipt,15
TX003260,P0216,W05,2024-01-01,Receipt,132
TX003261,P0138,W04,2024-05-08,Receipt,172
TX003262,P0057,W02,2024-04-29,Receipt,17
TX003263,P0413,W03,2024-06-13,Receipt,27
TX003264,P0166,W05,2024-05-19,Issue,-111
TX003265,P0205,W04,2024-03-08,Issue,-175
TX003266,P0101,W04,2024-03-11,Issue,-35
TX003267,P0487,W01,2024-08-24,Receipt,157
TX003268,P0371,W04,2024-06-24,Issue,-141
TX003269,P0262,W01,2024-02-09,Issue,-24
TX003270,P0142,W04,2024-05-22,Issue,-18
TX003271,P0222,W05,2024-06-02,Issue,-108
TX003272,P0231,W03,2024-07-01,Receipt,190
TX003273,P0241,W02,2024-12-16,Issue,-142
TX003274,P0388,W04,2024-06-18,Issue,-15
TX003275,P0429,W04,2024-01-25,Issue,-64
TX003276,P0476,W01,2024-01-25,Issue,-25
TX003277,P0295,W03,2024-09-29,Receipt,9
TX003278,P0202,W05,2024-11-26,Issue,-29
TX003279,P0054,W05,2024-10-03,Issue,-13
TX003280,P0154,W03,2024-09-28,Issue,-75
TX003281,P0226,W05,2024-08-12,Issue,-75
TX003282,P0285,W02,2024-11-26,Issue,-80
TX003283,P0062,W05,2024-04-07,Receipt,144
TX003284,P0392,W02,2024-03-19,Issue,-27
TX003285,P0167,W04,2024-05-15,Issue,-134
TX003286,P0402,W05,2024-06-09,Issue,-75
TX003287,P0201,W05,2024-06-23,Receipt,138
TX003288,P0278,W02,2024-11-11,Receipt,35
TX003289,P0146,W04,2024-02-12,Issue,-113
TX003290,P0165,W04,2024-05-12,Issue,-154
TX003291,P0367,W01,2024-12-11,Issue,-152
TX003292,P0161,W04,2024-12-24,Issue,-124
TX003293,P0432,W03,2024-01-22,Receipt,183
TX003294,P0237,W01,2024-07-09,Issue,-51
TX003295,P0048,W04,2024-09-14,Receipt,189
TX003296,P0386,W02,2024-12-20,Issue,-138
TX003297,P0249,W03,2024-04-11,Receipt,176
TX003298,P0026,W01,2024-01-03,Receipt,23
TX003299,P0145,W05,2024-01-01,Issue,-92
TX003300,P0260,W02,2024-08-20,Issue,-43
TX003301,P0009,W03,2024-05-18,Receipt,167
TX003302,P0500,W02,2024-09-10,Issue,-9
TX003303,P0266,W01,2024-08-14,Issue,-81
TX003304,P0241,W03,2024-04-24,Issue,-26
TX003305,P0325,W01,2024-12-14,Issue,-93
TX003306,P0422,W01,2024-01-17,Receipt,22
TX003307,P0305,W04,2024-08-22,Issue,-132
TX003308,P0040,W02,2024-06-22,Receipt,172
TX003309,P0177,W04,2024-11-28,Receipt,47
TX003310,P0470,W04,2024-02-21,Issue,-145
TX003311,P0489,W02,2024-04-18,Receipt,19
TX003312,P0019,W03,2024-05-16,Receipt,35
TX003313,P0037,W02,2024-09-01,Issue,-153
TX003314,P0225,W05,2024-07-18,Receipt,197
TX003315,P0305,W03,2024-11-26,Issue,-62
TX003316,P0242,W04,2024-10-08,Issue,-195
TX003317,P0390,W01,2024-12-05,Issue,-45
TX003318,P0320,W01,2024-11-04,Receipt,17
TX003319,P0407,W04,2024-03-06,Issue,-44
TX003320,P0462,W03,2024-07-11,Receipt,80
TX003321,P0031,W05,2024-12-14,Receipt,192
TX003322,P0053,W03,2024-01-23,Issue,-65
TX003323,P0033,W02,2024-08-27,Issue,-72
TX003324,P0017,W05,2024-09-18,Issue,-144
TX003325,P0065,W02,2024-06-19,Issue,-150
TX003326,P0255,W03,2024-08-13,Issue,-156
TX003327,P0460,W04,2024-12-26,Issue,-197
TX003328,P0067,W04,2024-07-29,Issue,-160
TX003329,P0173,W02,2024-08-11,Issue,-185
TX003330,P0228,W05,2024-07-29,Receipt,140
TX003331,P0088,W02,2024-02-28,Issue,-27
TX003332,P0233,W05,2024-12-30,Issue,-48
TX003333,P0240,W01,2024-05-04,Issue,-19
TX003334,P0206,W03,2024-12-15,Issue,-174
TX003335,P0037,W04,2024-04-06,Receipt,85
TX003336,P0348,W04,2024-07-07,Issue,-173
TX003337,P0283,W05,2024-06-18,Issue,-88
TX003338,P0148,W01,2024-04-20,Issue,-44
TX003339,P0463,W04,2024-12-24,Issue,-132
TX003340,P0426,W02,2024-07-11,Issue,-130
TX003341,P0409,W02,2024-09-12,Issue,-18
TX003342,P0108,W04,2024-10-06,Issue,-26
TX003343,P0070,W05,2024-09-07,Issue,-99
TX003344,P0179,W03,2024-04-23,Issue,-107
TX003345,P0110,W01,2024-10-17,Issue,-196
TX003346,P0462,W03,2024-01-25,Issue,-51
TX003347,P0167,W01,2024-05-05,Receipt,131
TX003348,P0377,W04,2024-09-27,Issue,-7
TX003349,P0362,W05,2024-01-27,Receipt,49
TX003350,P0030,W02,2024-09-28,Issue,-43
TX003351,P0047,W02,2024-12-27,Issue,-4
TX003352,P0175,W02,2024-11-13,Receipt,18
TX003353,P0050,W05,2024-01-22,Receipt,151
TX003354,P0284,W03,2024-08-02,Receipt,95
TX003355,P0287,W04,2024-07-11,Issue,-157
TX003356,P0201,W05,2024-11-10,Issue,-87
TX003357,P0252,W04,2024-09-23,Issue,-194
TX003358,P0304,W04,2024-05-09,Receipt,37
TX003359,P0194,W03,2024-12-14,Issue,-83
TX003360,P0437,W02,2024-07-04,Issue,-124
TX003361,P0316,W01,2024-11-21,Issue,-149
TX003362,P0047,W05,2024-09-24,Receipt,95
TX003363,P0173,W05,2024-07-01,Receipt,102
TX003364,P0129,W05,2024-04-23,Issue,-67
TX003365,P0194,W04,2024-05-10,Receipt,175
TX003366,P0496,W03,2024-12-30,Receipt,147
TX003367,P0119,W05,2024-03-17,Issue,-51
TX003368,P0476,W04,2024-07-12,Issue,-141
TX003369,P0356,W03,2024-04-01,Issue,-89
TX003370,P0023,W01,2024-03-06,Issue,-145
TX003371,P0404,W03,2024-09-13,Issue,-187
TX003372,P0417,W02,2024-12-01,Receipt,11
TX003373,P0350,W01,2024-11-16,Issue,-5
TX003374,P0230,W01,2024-04-29,Issue,-153
TX003375,P0089,W01,2024-10-13,Issue,-176
TX003376,P0048,W04,2024-04-17,Receipt,138
TX003377,P0400,W01,2024-05-03,Issue,-10
TX003378,P0102,W04,2024-08-11,Issue,-142
TX003379,P0495,W02,2024-05-07,Issue,-156
TX003380,P0423,W01,2024-09-06,Receipt,121
TX003381,P0135,W05,2024-01-18,Issue,-34
TX003382,P0318,W04,2024-06-22,Receipt,179
TX003383,P0172,W04,2024-01-26,Issue,-89
TX003384,P0353,W03,2024-01-24,Receipt,178
TX003385,P0226,W01,2024-06-17,Issue,-33
TX003386,P0337,W01,2024-10-12,Issue,-28
TX003387,P0433,W03,2024-09-20,Issue,-96
TX003388,P0104,W04,2024-03-08,Receipt,157
TX003389,P0004,W04,2024-06-22,Issue,-187
TX003390,P0269,W03,2024-07-06,Receipt,97
TX003391,P0282,W02,2024-06-22,Issue,-41
TX003392,P0397,W04,2024-08-04,Receipt,133
TX003393,P0352,W01,2024-03-14,Issue,-189
TX003394,P0427,W02,2024-01-01,Issue,-170
TX003395,P0396,W05,2024-03-02,Issue,-141
TX003396,P0376,W03,2024-01-03,Receipt,117
TX003397,P0462,W04,2024-12-23,Receipt,123
TX003398,P0085,W04,2024-04-12,Receipt,158
TX003399,P0289,W03,2024-12-11,Issue,-154
TX003400,P0489,W04,2024-04-30,Issue,-133
TX003401,P0323,W04,2024-03-19,Receipt,70
TX003402,P0263,W01,2024-11-14,Issue,-165
TX003403,P0207,W01,2024-11-28,Issue,-50
TX003404,P0007,W04,2024-09-22,Issue,-96
TX003405,P0299,W04,2024-03-09,Issue,-170
TX003406,P0176,W04,2024-02-28,Issue,-173
TX003407,P0218,W04,2024-08-24,Issue,-189
TX003408,P0154,W02,2024-08-11,Receipt,18
TX003409,P0076,W01,2024-06-25,Issue,-129
TX003410,P0443,W04,2024-12-21,Receipt,47
TX003411,P0116,W04,2024-09-01,Issue,-176
TX003412,P0184,W01,2024-05-31,Receipt,60
TX003413,P0168,W05,2024-02-27,Issue,-10
TX003414,P0365,W04,2024-02-10,Receipt,66
TX003415,P0066,W03,2024-05-21,Receipt,181
TX003416,P0104,W02,2024-02-12,Issue,-193
TX003417,P0143,W05,2024-04-12,Issue,-65
TX003418,P0044,W05,2024-03-26,Receipt,30
TX003419,P0223,W01,2024-04-08,Issue,-135
TX003420,P0443,W02,2024-01-17,Receipt,183
TX003421,P0357,W03,2024-12-03,Receipt,63
TX003422,P0418,W02,2024-08-22,Issue,-191
TX003423,P0140,W05,2024-06-29,Issue,-73
TX003424,P0134,W05,2024-02-15,Issue,-194
TX003425,P0123,W02,2024-04-18,Receipt,132
TX003426,P0488,W01,2024-07-24,Issue,-62
TX003427,P0224,W01,2024-06-01,Receipt,39
TX003428,P0100,W05,2024-07-01,Issue,-191
TX003429,P0138,W03,2024-05-04,Issue,-73
TX003430,P0080,W05,2024-05-29,Receipt,157
TX003431,P0381,W02,2024-08-05,Issue,-165
TX003432,P0409,W04,2024-06-18,Receipt,146
TX003433,P0478,W04,2024-01-12,Receipt,139
TX003434,P0040,W03,2024-02-12,Issue,-105
TX003435,P0221,W03,2024-02-07,Receipt,160
TX003436,P0432,W03,2024-01-05,Receipt,38
TX003437,P0343,W01,2024-11-05,Issue,-45
TX003438,P0487,W05,2024-09-29,Receipt,111
TX003439,P0440,W02,2024-12-30,Issue,-133
TX003440,P0316,W05,2024-10-14,Issue,-67
TX003441,P0108,W02,2024-11-13,Issue,-40
TX003442,P0391,W04,2024-02-03,Issue,-118
TX003443,P0113,W05,2024-07-05,Issue,-151
TX003444,P0175,W02,2024-08-21,Issue,-95
TX003445,P0380,W02,2024-03-09,Issue,-33
TX003446,P0014,W04,2024-03-30,Receipt,150
TX003447,P0357,W05,2024-04-18,Receipt,110
TX003448,P0130,W05,2024-07-30,Issue,-77
TX003449,P0191,W01,2024-09-02,Receipt,76
TX003450,P0293,W05,2024-11-23,Receipt,46
TX003451,P0325,W04,2024-11-21,Issue,-108
TX003452,P0102,W02,2024-07-27,Issue,-137
TX003453,P0238,W04,2024-12-28,Receipt,5
TX003454,P0278,W04,2024-08-04,Receipt,117
TX003455,P0326,W04,2024-07-06,Receipt,189
TX003456,P0301,W05,2024-08-04,Receipt,104
TX003457,P0263,W03,2024-02-20,Receipt,99
TX003458,P0498,W04,2024-08-14,Issue,-44
TX003459,P0484,W02,2024-07-20,Receipt,63
TX003460,P0261,W01,2024-04-13,Issue,-4
TX003461,P0154,W05,2024-01-30,Receipt,113
TX003462,P0092,W03,2024-07-28,Receipt,154
TX003463,P0047,W03,2024-09-05,Receipt,49
TX003464,P0343,W04,2024-03-07,Receipt,136
TX003465,P0066,W02,2024-01-18,Issue,-156
TX003466,P0488,W01,2024-10-03,Receipt,28
TX003467,P0242,W03,2024-12-10,Issue,-53
TX003468,P0149,W05,2024-02-13,Issue,-190
TX003469,P0377,W02,2024-02-26,Issue,-94
TX003470,P0253,W05,2024-07-02,Issue,-182
TX003471,P0322,W04,2024-12-25,Receipt,154
TX003472,P0258,W01,2024-02-16,Issue,-173
TX003473,P0274,W05,2024-08-10,Issue,-7
TX003474,P0231,W01,2024-01-19,Issue,-10
TX003475,P0219,W05,2024-06-17,Receipt,8
TX003476,P0192,W03,2024-09-03,Issue,-16
TX003477,P0302,W03,2024-04-05,Issue,-7
TX003478,P0197,W04,2024-03-06,Receipt,125
TX003479,P0265,W02,2024-12-03,Receipt,15
TX003480,P0142,W01,2024-12-20,Receipt,168
TX003481,P0068,W02,2024-05-07,Receipt,187
TX003482,P0193,W02,2024-07-14,Issue,-66
TX003483,P0296,W02,2024-06-23,Issue,-190
TX003484,P0150,W02,2024-07-11,Issue,-48
TX003485,P0015,W02,2024-05-21,Issue,-169
TX003486,P0409,W05,2024-11-28,Issue,-147
TX003487,P0320,W02,2024-02-02,Issue,-131
TX003488,P0179,W01,2024-04-08,Issue,-45
TX003489,P0160,W03,2024-09-11,Receipt,18
TX003490,P0223,W02,2024-02-06,Receipt,177
TX003491,P0426,W04,2024-05-19,Issue,-69
TX003492,P0215,W01,2024-11-24,Receipt,113
TX003493,P0145,W05,2024-07-11,Issue,-70
TX003494,P0382,W03,2024-02-06,Receipt,65
TX003495,P0162,W03,2024-12-03,Issue,-170
TX003496,P0453,W03,2024-10-29,Issue,-134
TX003497,P0047,W04,2024-01-23,Issue,-180
TX003498,P0170,W02,2024-09-29,Receipt,74
